"amount_deviation","bank_name","bin","card_subtype","card_type","case_address","client_hour","count_digit_in_login","day_of_week","last_domain_zone","phone_2","status"
"-3","C-CARD","539622","standard","MasterCard","mixed","06","2","5","com","28","false"
"-3","BANCA NAZIONALE DEL LAVORO S.P.A.","522701","standard","MasterCard","mixed","07","2","5","com","28","false"
"-3","PBS INTERNATIONAL A/S","457154","classic","VISA card","mixed","07","0","5","com","undefined","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","07","1","5","com","51","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","08","0","5","com","20","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","08","0","5","com","39","false"
"-3","BIPITALIA DUCATO S.P.A.","418850","classic","VISA card","mixed","08","2","5","com","88","false"
"-3","BANCA NAZIONALE DEL LAVORO S.P.A.","522701","standard","MasterCard","mixed","09","0","5","it","88","false"
"-3","BANCO POPOLARE SOCIETA COOPERATIVA","540047","standard","MasterCard","mixed","09","2","5","com","38","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","09","2","5","com","49","false"
"-3","PBS INTERNATIONAL A/S","457115","classic","VISA card","mixed","09","2","5","com","undefined","true"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","09","0","5","com","51","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","09","0","5","it","27","false"
"-3","undefined","516499","standard","MasterCard","lowercase","09","2","5","com","33","false"
"-3","FINDOMESTIC BANCA S.P.A.","546985","standard","MasterCard","mixed","09","0","5","com","47","false"
"2","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","10","2","5","it","27","false"
"2","SOCIETE GENERALE","497355","classic","VISA card","lowercase","10","3","5","com","78","false"
"2","BANCA CARIGE S.P.A.","489452","classic","VISA card","mixed","10","4","5","it","35","false"
"2","POSTE ITALIANE","536414","standard","MasterCard","mixed","10","0","5","com","28","false"
"2","POSTE ITALIANE","533317","standard","MasterCard","mixed","10","2","5","com","28","false"
"3","undefined","535476","mastercard-debit","MasterCard","mixed","10","0","5","com","31","false"
"3","CAISSE NATIONALE DES CAISSES D'EPARGNE (CNCE)","497886","classic","VISA card","mixed","10","4","5","com","63","true"
"3","PBS INTERNATIONAL A/S","457181","classic","VISA card","mixed","10","0","5","com","undefined","false"
"3","SOCIETE GENERALE, S.A.","456188","classic","VISA card","mixed","10","1","5","fr","66","false"
"3","CARTASI S.P.A.","453997","classic","VISA card","mixed","10","2","5","com","35","false"
"3","MASTERCARD FRANCE S.A.S.","513277","standard","MasterCard","lowercase","10","0","5","fr","68","true"
"3","POSTE ITALIANE","533317","standard","MasterCard","mixed","10","2","5","com","20","false"
"3","SOCIETE GENERALE","497355","classic","VISA card","mixed","10","0","5","fr","66","false"
"3","INTESA SANPAOLO S.P.A.","543409","standard","MasterCard","mixed","10","0","5","com","33","false"
"3","PBS INTERNATIONAL A/S","457154","classic","VISA card","mixed","10","2","5","com","undefined","false"
"3","PBS INTERNATIONAL A/S","457164","classic","VISA card","lowercase","10","0","5","com","45","false"
"3","NORDEA BANK DANMARK A/S","402620","classic","VISA card","mixed","10","0","5","com","undefined","false"
"3","undefined","553979","standard","MasterCard","lowercase","10","0","5","com","64","false"
"3","PBS INTERNATIONAL A/S","457170","classic","VISA card","mixed","10","2","5","com","undefined","false"
"3","PBS INTERNATIONAL A/S","457115","classic","VISA card","mixed","10","0","5","com","undefined","false"
"3","undefined","479694","classic","VISA card","mixed","10","2","5","com","45","false"
"3","JYSKE BANK","405245","classic","VISA card","mixed","10","3","5","com","undefined","false"
"3","PBS INTERNATIONAL A/S","457176","classic","VISA card","mixed","10","0","5","com","undefined","false"
"3","PBS INTERNATIONAL A/S","457193","classic","VISA card","mixed","10","2","5","com","undefined","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","10","1","5","com","29","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","11","3","5","com","20","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","11","0","5","com","40","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","11","0","5","com","40","false"
"-3","CARTASI S.P.A.","453997","classic","VISA card","mixed","11","2","5","com","39","false"
"-3","KEY CLIENT CARDS AND SOLUTIONS S.P.A.","540608","standard","MasterCard","mixed","11","0","5","it","40","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","11","6","5","com","49","false"
"-3","undefined","479694","classic","VISA card","mixed","11","2","5","com","undefined","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","lowercase","11","2","5","com","71","false"
"-3","undefined","524632","standard","MasterCard","mixed","11","0","5","com","47","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","12","4","5","it","80","false"
"-3","BANCA SELLA S.P.A.","533875","standard","MasterCard","mixed","12","0","5","it","48","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","12","2","5","it","39","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","12","4","5","com","24","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402361","classic","VISA card","mixed","12","0","5","com","51","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","12","0","5","com","49","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","12","2","5","com","27","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","12","0","5","it","35","false"
"-3","INTESA SANPAOLO S.P.A.","534207","standard","MasterCard","mixed","12","2","5","com","40","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","12","2","5","com","34","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","13","2","5","it","33","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","13","4","5","it","31","false"
"-3","BANCO POPOLARE SOCIETA COOPERATIVA","540047","standard","MasterCard","mixed","13","0","5","com","92","false"
"-3","undefined","416334","classic","VISA card","mixed","13","0","5","com","28","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","13","0","5","it","27","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","13","2","5","com","45","false"
"-3","INTESA SANPAOLO S.P.A.","534207","standard","MasterCard","mixed","13","0","5","com","47","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","13","1","5","com","48","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","13","4","5","com","40","false"
"-3","BANCA SELLA S.P.A.","533875","standard","MasterCard","mixed","14","0","5","com","40","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","14","0","5","it","34","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","14","0","5","it","49","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","14","4","5","com","40","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","14","0","5","com","70","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","14","0","5","com","89","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","14","0","5","com","39","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","15","2","5","com","71","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","15","1","5","com","28","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","15","0","5","it","40","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","15","2","5","it","77","false"
"-3","INTESA SANPAOLO S.P.A.","534207","standard","MasterCard","mixed","16","4","5","it","40","false"
"-3","POSTE ITALIANE","536414","standard","MasterCard","mixed","16","0","5","com","33","false"
"-3","undefined","472675","classic","VISA card","lowercase","16","3","5","it","28","false"
"-3","PBS INTERNATIONAL A/S","457140","classic","VISA card","mixed","17","0","5","com","undefined","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","17","3","5","com","39","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","18","0","5","it","28","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","18","0","5","com","27","false"
"-3","undefined","535476","mastercard-debit","MasterCard","mixed","18","3","5","com","39","false"
"-3","INTESA SANPAOLO S.P.A.","534207","standard","MasterCard","mixed","19","0","5","com","93","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","19","1","5","com","34","false"
"-3","BANCA SELLA S.P.A.","533875","standard","MasterCard","mixed","20","0","5","com","27","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","20","4","5","com","48","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","20","2","5","com","48","false"
"-3","INTESA SANPAOLO S.P.A.","539832","standard","MasterCard","mixed","21","1","5","com","47","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","21","2","5","it","39","false"
"-3","INTESA SANPAOLO S.P.A.","534207","standard","MasterCard","mixed","21","2","5","it","89","false"
"-3","UNICREDIT S.P.A.","526430","standard","MasterCard","mixed","21","0","5","it","42","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","22","0","5","it","28","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","22","3","5","com","51","false"
"-3","CARTASI S.P.A.","529204","standard","MasterCard","mixed","22","4","5","com","33","true"
"-3","undefined","423067","classic","VISA card","lowercase","23","2","6","com","75","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","uppercase","23","0","6","it","29","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","23","2","6","com","51","false"
"-3","undefined","554811","standard","MasterCard","mixed","00","0","6","com","48","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","06","0","6","com","75","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","06","2","6","com","28","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","08","0","6","com","42","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","08","2","6","com","49","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","08","0","6","com","45","false"
"-3","undefined","522686","standard","MasterCard","mixed","08","2","6","it","47","false"
"-3","BANCA SELLA S.P.A.","533875","standard","MasterCard","mixed","09","2","6","com","48","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","09","0","6","it","34","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","09","0","6","com","51","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","09","4","6","com","39","false"
"-3","UNIONE DI BANCHE ITALIANE S.C.P.A","531170","standard","MasterCard","mixed","10","0","6","com","20","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","10","1","6","com","29","false"
"2","ING DIRECT, N.V.","548398","standard","MasterCard","mixed","10","2","6","com","35","false"
"2","POSTE ITALIANE","533317","standard","MasterCard","mixed","10","1","6","com","47","false"
"2","POSTE ITALIANE","533317","standard","MasterCard","mixed","10","0","6","il","49","false"
"2","undefined","534413","standard","MasterCard","mixed","10","3","6","cm","47","false"
"2","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","10","0","6","it","39","false"
"2","POSTE ITALIANE","533317","standard","MasterCard","mixed","10","0","6","com","89","false"
"2","POSTE ITALIANE","533317","standard","MasterCard","mixed","10","0","6","it","47","false"
"2","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","10","2","6","com","48","true"
"2","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","10","0","6","com","39","false"
"3","CARREFOUR BANQUE","529434","standard","MasterCard","mixed","10","0","6","com","68","false"
"3","SOCIETE GENERALE, S.A.","497932","classic","VISA card","mixed","10","0","6","com","61","false"
"3","POSTE ITALIANE","533317","standard","MasterCard","mixed","10","0","6","com","31","false"
"3","JYSKE BANK","405245","classic","VISA card","mixed","10","1","6","com","undefined","false"
"3","PBS INTERNATIONAL A/S","457159","classic","VISA card","mixed","10","0","6","com","undefined","false"
"3","TELLER A/S","549774","standard","MasterCard","mixed","10","0","6","com","undefined","false"
"3","POSTE ITALIANE","533317","standard","MasterCard","mixed","10","0","6","com","31","false"
"3","undefined","535476","mastercard-debit","MasterCard","mixed","10","2","6","com","03","true"
"3","ISTITUTO CENTRALE DELLE BANCHE DI CREDITO COOPERATIVO","547654","standard","MasterCard","mixed","10","0","6","it","38","false"
"3","PBS INTERNATIONAL A/S","457192","classic","VISA card","mixed","10","0","6","com","undefined","false"
"3","undefined","535476","mastercard-debit","MasterCard","mixed","10","2","6","com","92","false"
"3","BANCA POPOLARE DELL'ALTO ADIGE","533862","standard","MasterCard","mixed","10","0","6","it","80","false"
"3","DANSKE BANK A/S","557384","mastercard-debit","MasterCard","lowercase","10","0","6","com","undefined","false"
"3","SEB KORT DANMARK","541303","standard","MasterCard","mixed","10","0","6","dk","52","false"
"3","JYSKE BANK","405245","classic","VISA card","mixed","10","0","6","dk","undefined","false"
"3","PBS INTERNATIONAL A/S","457179","classic","VISA card","mixed","10","4","6","com","undefined","false"
"3","BANCO POPOLARE SOCIETA COOPERATIVA","540058","standard","MasterCard","mixed","10","0","6","com","35","false"
"3","PBS INTERNATIONAL A/S","457160","classic","VISA card","mixed","10","4","6","com","undefined","false"
"3","PBS INTERNATIONAL A/S","457108","classic","VISA card","mixed","10","0","6","com","undefined","false"
"3","PBS INTERNATIONAL A/S","457160","classic","VISA card","mixed","10","0","6","com","undefined","false"
"3","POSTE ITALIANE","533317","standard","MasterCard","mixed","10","2","6","com","80","false"
"3","POSTE ITALIANE","533317","standard","MasterCard","mixed","11","0","6","it","28","false"
"3","UNICREDIT S.P.A.","526430","standard","MasterCard","mixed","10","0","6","it","70","true"
"-3","CREDITO EMILIANO S.P.A.","518964","standard","MasterCard","mixed","10","0","6","it","88","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","10","2","6","com","29","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","11","0","6","com","40","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","04","2","6","it","49","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","11","0","6","com","39","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","11","0","6","com","66","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","12","0","6","it","28","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","12","1","6","com","20","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","12","0","6","it","49","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","403035","classic","VISA card","mixed","12","2","6","com","77","false"
"-3","BANCA DI SASSARI S.P.A.","520942","standard","MasterCard","mixed","12","0","6","it","33","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","13","0","6","com","92","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","13","0","6","com","33","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","13","0","6","com","40","false"
"-3","BANCA DI SASSARI S.P.A.","526736","standard","MasterCard","lowercase","13","2","6","it","89","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","13","0","6","com","33","false"
"-3","CARTASI S.P.A.","533004","standard","MasterCard","mixed","13","0","6","it","39","false"
"-3","BANCA SELLA S.P.A.","533875","standard","MasterCard","mixed","13","2","6","it","92","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","13","2","6","it","50","false"
"-3","BANCA SELLA S.P.A.","533875","standard","MasterCard","mixed","13","2","6","com","48","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","13","0","6","com","39","false"
"-3","UNICREDIT S.P.A.","542216","standard","MasterCard","lowercase","13","2","6","com","35","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","13","0","6","it","47","false"
"-3","undefined","535584","mastercard-debit","MasterCard","mixed","13","0","6","it","38","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","14","0","6","com","81","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","14","2","6","com","91","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","14","2","6","com","20","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","14","4","6","com","40","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","14","2","6","com","34","false"
"-3","BANCA DI SASSARI S.P.A.","526736","standard","MasterCard","mixed","14","2","6","com","48","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","13","0","6","com","34","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","14","3","6","com","24","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","14","0","6","it","71","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","14","0","6","com","33","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","15","0","6","com","33","false"
"-3","INTESA SANPAOLO S.P.A.","534207","standard","MasterCard","mixed","15","3","6","com","47","false"
"-3","UNICREDIT S.P.A.","526430","standard","MasterCard","mixed","15","2","6","com","46","false"
"-3","INTESA SANPAOLO S.P.A.","530514","standard","MasterCard","mixed","15","2","6","com","35","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","15","2","6","com","29","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","15","2","6","com","40","false"
"-3","ING DIRECT, N.V.","487710","classic","VISA card","mixed","15","0","6","com","77","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","16","4","6","com","36","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","16","4","6","com","34","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","16","0","6","com","28","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","16","2","6","com","89","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","16","0","6","com","39","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","lowercase","16","0","6","com","28","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","16","0","6","it","38","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","16","1","6","com","28","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","16","3","6","com","27","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","17","0","6","com","40","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","17","2","6","com","39","false"
"-3","INTESA SANPAOLO S.P.A.","534207","standard","MasterCard","mixed","17","2","6","com","38","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","17","2","6","com","49","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","uppercase","17","12","6","com","91","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","17","2","6","com","42","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","17","0","6","com","89","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","18","2","6","com","91","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","lowercase","18","2","6","com","66","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","18","0","6","com","91","false"
"-3","PBS INTERNATIONAL A/S","406438","classic","VISA card","mixed","18","0","6","dk","undefined","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","18","3","6","com","91","false"
"-3","undefined","535476","mastercard-debit","MasterCard","mixed","18","0","6","it","71","false"
"-3","SANTANDER CONSUMER BANK S.P.A.","510079","standard","MasterCard","lowercase","18","0","6","com","31","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","18","0","6","com","50","false"
"-3","BANCA MONTE DEI PASCHI DI SIENA S.P.A.","403027","classic","VISA card","mixed","18","0","6","it","27","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","18","8","6","com","51","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","18","0","6","it","09","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","18","2","6","com","20","false"
"-3","BANCA NAZIONALE DEL LAVORO S.P.A. - BNL","543013","standard","MasterCard","mixed","18","0","6","com","28","false"
"-3","CARTASI S.P.A.","453997","classic","VISA card","mixed","18","0","6","com","48","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","uppercase","18","0","6","com","51","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","18","2","6","com","42","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","18","0","6","it","47","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","18","2","6","com","29","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","18","3","6","com","38","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","19","4","6","it","39","false"
"-3","CHEBANCA! S.P.A.","531158","standard","MasterCard","mixed","19","2","6","com","80","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","19","0","6","it","48","false"
"-3","INTESA SANPAOLO S.P.A.","534207","standard","MasterCard","mixed","19","4","6","it","66","false"
"-3","BANCO POPOLARE SOCIETA COOPERATIVA","540058","standard","MasterCard","mixed","19","0","6","com","35","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","19","0","6","com","31","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","20","2","6","com","27","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","20","2","6","com","93","false"
"-3","INTESA SANPAOLO S.P.A.","534207","standard","MasterCard","mixed","20","0","6","it","47","false"
"-3","BANCA DI SASSARI S.P.A.","526736","standard","MasterCard","mixed","20","2","6","it","34","false"
"-3","INTESA SANPAOLO S.P.A.","530514","standard","MasterCard","mixed","20","2","6","com","24","false"
"-3","undefined","535476","mastercard-debit","MasterCard","mixed","20","0","6","com","47","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","20","0","6","it","34","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","20","0","6","it","47","false"
"-3","undefined","483843","classic","VISA card","mixed","20","4","6","it","66","false"
"-3","UNIONE DI BANCHE ITALIANE S.C.P.A","531170","standard","MasterCard","mixed","20","2","6","com","20","false"
"-3","CARTASI S.P.A.","525500","standard","MasterCard","mixed","22","0","6","it","45","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","22","0","6","com","28","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","22","2","6","com","92","false"
"-3","undefined","516499","standard","MasterCard","mixed","22","0","6","com","05","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","23","0","7","it","28","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","23","2","7","com","88","false"
"-3","BANK OF AMERICA, N.A.","534232","standard","MasterCard","mixed","23","0","7","com","92","false"
"-3","undefined","554591","standard","MasterCard","mixed","02","4","7","com","29","false"
"-3","BANCA POPOLARE DI MILANO","553086","standard","MasterCard","mixed","06","0","7","com","28","true"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","06","4","7","com","88","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","07","0","7","it","92","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","08","3","7","com","89","false"
"-3","CREDITO EMILIANO S.P.A.","518964","standard","MasterCard","mixed","08","2","7","com","51","false"
"-3","BANCA CARIGE S.P.A.","489452","classic","VISA card","mixed","08","0","7","it","09","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","08","0","7","it","88","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","08","3","7","it","45","false"
"2","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","09","2","7","com","20","false"
"3","POSTE ITALIANE","533317","standard","MasterCard","mixed","09","0","7","com","92","false"
"3","PBS INTERNATIONAL A/S","457136","classic","VISA card","mixed","09","0","7","dk","undefined","false"
"3","POSTE ITALIANE","533317","standard","MasterCard","mixed","09","0","7","com","28","false"
"3","POSTE ITALIANE","533317","standard","MasterCard","mixed","10","0","7","it","47","false"
"3","undefined","535476","mastercard-debit","MasterCard","mixed","09","0","7","it","33","false"
"3","BANCA SELLA HOLDING S.P.A.","411883","classic","VISA card","mixed","09","0","7","it","29","false"
"3","INTESA SANPAOLO S.P.A.","434994","classic","VISA card","mixed","09","2","7","com","49","false"
"3","PBS INTERNATIONAL A/S","457167","classic","VISA card","mixed","09","0","7","is","undefined","false"
"3","UNICREDIT S.P.A.","525610","standard","MasterCard","mixed","09","0","7","com","49","false"
"3","POSTE ITALIANE","533317","standard","MasterCard","mixed","02","2","7","com","28","false"
"3","PBS INTERNATIONAL A/S","457190","classic","VISA card","mixed","09","0","7","dk","undefined","false"
"3","DEUTSCHE BANK S.P.A.","542532","standard","MasterCard","mixed","09","0","7","it","34","false"
"3","PBS INTERNATIONAL A/S","457127","classic","VISA card","mixed","09","2","7","dk","undefined","false"
"3","ING DIRECT, N.V.","548398","standard","MasterCard","mixed","09","0","7","it","47","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","09","2","7","com","33","false"
"3","undefined","483843","classic","VISA card","mixed","09","2","7","com","53","false"
"3","BANCA MONTE DEI PASCHI DI SIENA S.P.A.","403027","classic","VISA card","mixed","09","0","7","it","38","false"
"3","FINECOBANK S.P.A.","510020","standard","MasterCard","mixed","09","0","7","it","49","false"
"3","UNICREDIT S.P.A.","525610","standard","MasterCard","mixed","09","2","7","com","48","false"
"3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","lowercase","09","0","7","com","27","false"
"-3","POSTE ITALIANE","533317","standard","MasterCard","mixed","09","2","7","it","48","false"
"-3","POSTE ITALIANE S.P.A. (BANCO POSTA)","402360","classic","VISA card","mixed","09","0","7","it","28","false"
"-3","undefined","437863","classic","VISA card","mixed","09","2","7","com","27","false"
"-3","PBS INTERNATIONAL A/S","457117","classic","VISA card","mixed","09","0","7","com","undefined","false"
"-3","PBS INTERNATIONAL A/S","457154","classic","VISA card","mixed","10","6","7","dk","undefined","false"
"-3","PBS INTERNATIONAL A/S","457176","classic","VISA card","mixed","10","0","7","dk","undefined","false"
